ID,Age,Income,Score,Gender,Height_cm,Education,City,Marital_Status,Children,Join_Date,Credit_Score
5738,51,8283,96,Female,190,High School,Cairo,Divorced,5,2023-05-16,627
5739,27,8257,92,Male,167,PhD,Cairo,Married,2,2024-06-28,561
5740,36,6221,56,Female,168,Bachelor,Alexandria,Single,0,2020-01-18,605
5741,39,10017,87,Female,189,Master,Alexandria,Single,0,2021-04-03,548
5742,23,5790,47,Male,161,High School,Aswan,Married,1,2021-05-31,561
5743,35,5722,89,Female,182,Bachelor,Aswan,Married,1,2023-05-30,667
5744,18,865,64,Male,175,Master,Aswan,Married,0,2024-07-06,666
5745,18,5105,80,Female,150,Bachelor,Luxor,Single,3,2021-09-17,651
5746,39,7704,46,Male,166,Bachelor,Giza,Single,2,2023-12-30,685
5747,30,9127,57,Female,174,High School,Aswan,Single,3,2023-12-23,697
5748,37,4339,82,Female,170,Bachelor,Aswan,Married,1,2023-08-09,594
5749,34,6924,64,Male,170,High School,Cairo,Married,2,2021-07-17,615
5750,23,8093,62,Female,163,PhD,Giza,Single,2,2022-05-17,711
5751,34,6022,95,Female,162,Bachelor,Alexandria,Divorced,1,2022-02-10,677
5752,20,1433,100,Female,166,High School,Luxor,Divorced,2,2024-10-10,695
5753,51,6494,89,Male,189,Bachelor,Alexandria,Single,1,2021-12-15,646
5754,18,7522,58,Male,160,Bachelor,Cairo,Divorced,0,2022-07-29,659
5755,32,4105,100,Male,165,High School,Luxor,Married,5,2021-05-31,
5756,22,5491,51,fmale,170,Bachelor,Aswan,Single,,2021-03-22,680
5757,41,3689,70,male,155,High School,Giza,Married,2,2022-08-13,630
5758,31,859,,Female,NULL,Bachelor,Giza,Divorced,1,2021-09-10,691
5759,28,8054,100,Male,157,Bachelor,Aswan,Single,0,2023-10-18,621
5760,,5992,88,male,159,Bachelor,Alexandria,Divorced,0,2022-12-02,644
5761,35,9195,68,Male,158,Bachelor,Alexandria,Married,3,15/08/2024,
5762,41,7714,60,male,153,Master,Aswan,Single,0,2023-07-01,559
5763,23,5291,90,Female,182,Bachelor,Aswan,Married,0,2022-03-24,686
5764,18,5833,,Male,175,Bachelor,Giza,Married,2,2023-04-12,624
5765,36,7132,78,Female,179,high school,Alexandria,Married,1,2020-07-28,678
5766,31,7933,54,Male,178,High School,Luxor,Married,2,2020-01-16,603
5767,42,6645,83,Female,168,High School,Luxor,Single,0,2022-11-13,640
5768,,8211,82,Female,169,Master,Cairo,Divorced,0,2023-09-18,669
5769,,5406,56,Male,180,Bachelor,Cairo,Divorced,1,2024-09-23,653
5770,18,4005,90,Female,186,Master,Cairo,Married,3,2024-09-15,638
5771,57,5870,83,fmale,157,High School,Alexandria,Married,1,2022-02-05,656
5772,33,6410,86,Male,195,Master,Luxor,Married,0,2023-02-23,693
5773,,3596,69,Male,156,High School,Alexandria,Divorced,1,2023-08-18,644
5774,24,3326,77,Male,165,Master,Aswan,Single,0,2023-05-01,659
5775,,6894,75,Female,170,Master,Giza,Divorced,5,2023-06-01,674
5776,19,5187,72,Male,171,Bachelor,Cairo,Divorced,0,2021-08-01,640
5777,40,5668,77,Male,189,Bachelor,Aswan,Married,,2021-09-03,573
5778,30,5280,93,Female,180,Bachelor,Aswan,Married,1,2023-11-02,634
5779,35,9041,91,Male,174,High School,Giza,Single,0,2020-08-09,560
5780,43,8523,,male,180,Bachelor,Luxor,Married,0,2022-09-13,598
5781,20,3525,89,Female,173,Bachelor,Luxor,Married,0,2020-05-10,628
5782,26,4934,92,Male,163,PhD,Aswan,Married,0,2021-11-19,718
5783,40,7700,72,Female,174,Master,Giza,Divorced,2,2021-07-20,658
5784,60,7203,82,Male,NULL,Bachelor,Luxor,Single,1,2023-08-04,614
5785,33,5917,82,Female,161,Bachelor,Cairo,Single,0,2021-10-27,633
5786,42,3724,62,Female,182,High School,Alexandria,Divorced,0,2024-10-30,649
5787,33,4634,69,Male,169,Bachelor,Giza,Divorced,0,2021-07-21,611
5788,58,4966,86,Male,158,Bachelor,Aswan,Married,0,2021-06-18,768
5789,,6553,67,Female,160,PhD,Alexandria,Single,0,2023-09-05,658
5790,36,9407,89,Female,175,Bachelor,Luxor,Divorced,3,2023-12-27,661
5791,18,4626,94,Female,180,High School,Luxor,Divorced,0,2023-08-27,673
5792,18,3947,92,Male,174,High School,Giza,Married,0,2021-09-03,573
5793,38,5782,100,Female,174,Bachelor,Alexandria,Married,4,2021-01-20,670
5794,36,8063,73,Female,161,High School,Luxor,Single,3,2020-11-03,675
5795,31,3106,77,Male,170,Master,Giza,Single,3,2022-11-25,645
5796,33,8907,79,Male,166,Bachelor,Alexandria,Single,0,2024-04-16,715
5797,72,5655,74,Female,168,Bachelor,Aswan,Married,0,2021-05-07,641
5798,31,4531,83,Female,168,Bachelor,Aswan,Single,1,2020-04-26,645
5799,41,2799,49,Female,163,Bachelor,Luxor,Married,0,2024-07-07,666
5800,27,7413,78,Male,177,Bachelor,Giza,Single,0,2024-10-21,643
5801,38,5657,54,Male,159,Bachelor,Cairo,Married,0,2024-07-01,663
5802,32,6341,60,Female,157,Bachelor,Luxor,Single,,2024-07-16,642
5803,30,4198,85,Male,162,Master,Cairo,Divorced,1,2023-05-13,624
5804,56,5361,72,Male,178,Master,Alexandria,Married,2,2022-04-07,586
5805,49,5026,85,Male,173,Bachelor,cairo,Divorced,1,2023-09-14,641
5806,36,5798,71,Male,152,PhD,Luxor,Single,3,2021-10-16,657
5807,18,4660,91,Male,175,High School,Aswan,Married,0,2023-10-26,572
5808,,2931,71,Male,169,Master,alex,Single,0,2020-10-13,667
5809,67,11456,45,Female,165,High School,Alexandria,Married,0,2024-01-17,680
5810,32,3273,78,Female,167,High School,Alexandria,Divorced,0,2020-02-22,717
5811,48,6362,42,Male,156,Master,Cairo,Single,2,04/09/2023,686
5812,52,2455,53,Female,171,Bachelor,Cairo,Married,1,2022-10-15,660
5813,37,2005,61,Female,157,Bachelor,Alexandria,Divorced,1,2021-08-28,605
5814,24,6195,59,fmale,166,High School,Luxor,Divorced,0,2021-06-15,671
5815,18,6348,66,Male,166,High School,Cairo,Divorced,0,2022-05-07,
5816,43,8522,59,Male,177,High School,Giza,Single,0,2022-04-08,610
5817,25,6799,53,Female,170,High School,Aswan,Single,2,2022-03-06,644
5818,37,5700,98,Female,177,Bachelor,Luxor,Divorced,2,2024-02-17,631
5819,20,4100,64,Female,158,Bachelor,Giza,Married,1,2020-03-13,724
5820,31,8998,41,Female,168,Bachelor,Cairo,Single,0,2023-04-09,608
5821,35,7857,,Female,175,Bachelor,alex,Single,0,2023-12-21,693
5822,38,3507,58,Female,182,Master,Alexandria,Single,0,2023-03-17,629
5823,21,6075,61,Male,158,Bachelor,Aswan,Divorced,2,29/07/2024,700
5824,49,6288,85,Female,161,High School,cairo,Married,2,2021-01-23,646
5825,27,5308,68,Male,175,Master,Giza,Single,3,2021-12-03,784
5826,18,7543,57,Female,186,Bachelor,Giza,Married,0,2024-01-27,768
5827,33,7663,81,Female,172,PhD,Luxor,Single,2,2023-12-31,632
5828,35,5619,92,Female,158,Bachelor,Giza,Single,0,2021-03-31,583
5829,36,5438,83,Male,159,Bachelor,Cairo,Married,2,2023-11-06,761
5830,51,8997,38,Male,171,High School,Cairo,Married,1,2022-12-30,663
5831,32,7865,58,Female,173,Master,Aswan,Married,0,2023-07-31,598
5832,33,6144,75,Male,167,High School,Alexandria,Divorced,2,2024-05-26,604
5833,21,2741,71,male,159,High School,Aswan,Married,1,2022-09-01,649
5834,44,6688,70,Male,181,High School,Luxor,Married,1,07/10/2023,711
5835,37,7396,60,fmale,166,Bachelor,Luxor,Married,1,2022-01-04,659
5836,29,490,53,Female,175,High School,Cairo,Married,3,2022-11-04,673
5837,18,6503,100,Female,152,PhD,Luxor,Married,2,2021-09-06,634
5838,52,5166,75,Male,182,Master,Cairo,Married,2,2024-09-27,669
5839,20,5558,84,Male,163,Master,Alexandria,Married,1,2020-12-14,656
5840,27,4185,75,Female,183,Master,Aswan,Single,0,2024-09-17,669
5841,39,5703,75,Female,176,Master,Luxor,Married,0,2023-09-08,618
5842,20,8783,74,Male,155,Master,cairo,Married,1,2024-11-30,656
5843,18,5107,58,Female,172,Master,Luxor,Married,0,17/02/2023,539
5844,18,7931,52,Female,186,Master,Giza,Married,0,2021-01-05,704
5845,43,4387,80,Female,164,High School,Luxor,Married,1,2021-08-24,602
5846,28,7517,77,Female,186,High School,Alexandria,Single,2,2020-07-18,
5847,70,6003,89,Male,173,Bachelor,Luxor,Divorced,1,2022-08-22,673
5848,23,6704,86,Female,183,High School,Giza,Married,2,2020-09-19,703
5849,23,6014,62,Female,171,High School,Luxor,Single,0,2024-02-26,
5850,28,7283,,Male,168,Bachelor,alex,Divorced,2,2021-06-13,609
5851,37,864,86,Male,188,Bachelor,Cairo,Married,0,2024-01-25,660
5852,,3160,85,Female,177,Bachelor,Alexandria,Single,0,2024-07-13,715
5853,42,6834,100,Female,167,PhD,Cairo,Divorced,3,2023-02-18,592
5854,23,1912,100,Male,174,Bachelor,Cairo,Divorced,3,2024-04-11,618
5855,18,4938,85,Female,164,Bachelor,Aswan,Divorced,0,2021-01-09,620
5856,18,5891,83,male,171,High School,Alexandria,Divorced,0,2023-10-24,722
5857,18,4343,91,Female,181,Bachelor,Aswan,Divorced,0,2021-11-18,675
5858,28,4616,66,Female,168,High School,Cairo,Single,2,2023-09-02,681
5859,31,6543,66,Female,161,High School,Luxor,Married,0,2020-07-01,688
5860,27,8018,85,Female,160,High School,Cairo,Divorced,0,2021-03-31,682
5861,49,4083,62,Female,170,Master,Alexandria,Single,1,2021-12-28,723
5862,49,4849,83,Female,161,Bachelor,Alexandria,Married,1,02/04/2021,664
5863,30,4537,77,Male,NULL,Bachelor,Alexandria,Single,0,2024-03-04,631
5864,18,1157,62,Male,158,Master,Alexandria,Single,1,19/11/2024,684
5865,28,6283,75,Female,NULL,High School,Luxor,Divorced,2,2021-09-20,636
5866,27,7869,94,Male,168,Bachelor,Aswan,Married,0,2022-05-11,568
5867,27,8033,76,Male,170,High School,Giza,Single,0,02/06/2024,627
5868,26,4258,76,Male,160,Master,Aswan,Married,0,2024-12-21,652
5869,27,3496,79,Female,164,Bachelor,Cairo,Divorced,1,2021-11-09,724
5870,30,6043,,Male,163,High School,Alexandria,Married,3,2022-01-31,666
5871,27,7658,,Male,167,High School,Alexandria,Divorced,1,2021-06-17,661
5872,37,6309,80,Male,153,Master,Giza,Single,0,2023-04-14,713
5873,39,6578,59,Female,180,High School,Aswan,Married,0,2021-08-25,655
5874,24,8283,63,Female,169,Master,Cairo,Married,2,2022-08-07,624
5875,50,4521,64,Male,172,Bachelor,Alexandria,Divorced,2,2024-10-09,704
5876,23,5560,,Female,179,High School,Giza,Divorced,0,2020-08-29,634
5877,18,9269,77,Female,178,Bachelor,Giza,Married,0,2022-08-21,729
5878,39,5606,72,Female,164,Bachelor,Cairo,Single,1,2020-04-19,616
5879,25,3465,85,Female,176,Bachelor,alex,Single,2,2024-11-09,
5880,38,4661,,Male,175,Bachelor,Giza,Single,0,2023-07-23,645
5881,18,4123,70,Female,173,Bachelor,Aswan,Single,2,2023-04-10,629
5882,51,6714,59,Male,180,Bachelor,Alexandria,Divorced,0,2023-04-03,627
5883,43,4208,62,Male,177,High School,cairo,Divorced,0,2023-06-25,607
5884,18,6542,52,Female,177,Bachelor,Giza,Single,2,25/05/2020,776
5885,18,4527,77,Female,183,Bachelor,Luxor,Single,0,2022-08-25,696
5886,55,1753,62,Female,170,Bachelor,Cairo,Married,0,2024-12-26,683
5887,26,6613,,Male,170,High School,Giza,Divorced,3,2021-02-02,777
5888,24,6296,73,Female,178,Bachelor,Giza,Single,1,2022-10-21,672
5889,18,7035,90,Female,168,Bachelor,Aswan,Single,0,2020-09-02,641
5890,30,4654,88,Female,174,High School,Cairo,Married,1,2024-11-11,656
5891,32,4440,74,Male,164,Bachelor,Alexandria,Single,1,2023-10-26,705
5892,43,6802,93,Female,147,Master,Cairo,Married,1,20/02/2022,522
5893,18,9038,44,Male,175,High School,Giza,Divorced,,2022-12-21,699
5894,18,6022,100,Female,154,Master,Aswan,Single,1,2021-09-03,763
5895,40,6849,85,Female,163,Bachelor,Luxor,Single,,2022-04-26,583
5896,47,5356,76,Female,178,Bachelor,Giza,Married,3,2020-04-20,603
5897,18,2912,61,Female,178,Bachelor,Cairo,Married,1,18/11/2024,613
5898,47,7934,68,Male,181,Bachelor,Cairo,Single,3,2024-10-15,645
5899,35,7816,84,Male,149,High School,Luxor,Divorced,0,2020-11-04,676
5900,48,7421,84,Male,172,Master,Cairo,Single,0,2020-10-08,648
5901,34,5636,85,Male,167,Bachelor,Cairo,Married,2,2021-02-14,721
5902,18,7194,64,Female,179,Bachelor,Aswan,Divorced,4,02/12/2021,694
5903,33,7787,61,Male,184,Bachelor,alex,Single,3,18/04/2022,692
5904,47,9240,77,Female,156,Bachelor,Alexandria,Divorced,1,2023-03-12,647
5905,24,7977,86,Male,170,Master,Luxor,Married,2,2022-07-26,600
5906,30,6127,75,Male,178,High School,Giza,Married,0,2020-10-20,647
5907,32,3383,97,Female,166,Master,Luxor,Married,0,2021-10-09,748
5908,,6311,,Female,187,High School,cairo,Single,5,2024-11-01,508
5909,55,6513,74,Female,165,Bachelor,alex,Divorced,0,2024-01-05,690
5910,24,7418,85,Male,166,Bachelor,Cairo,Divorced,0,2021-01-04,642
5911,41,8707,93,Male,159,Bachelor,alex,Married,2,2024-05-14,746
5912,33,5809,54,Female,171,High School,Giza,Single,,2020-06-14,639
5913,50,10201,58,Male,139,Bachelor,Aswan,Married,2,2022-09-25,738
5914,39,2481,70,Female,167,Master,Luxor,Married,4,2021-11-12,653
5915,32,6838,100,Female,182,Bachelor,Luxor,Single,0,2023-07-16,572
5916,24,4402,,fmale,156,High School,Luxor,Married,1,2020-12-28,
5917,,2185,,Male,153,High School,Cairo,Divorced,0,2021-10-03,688
5918,18,5596,84,fmale,181,Bachelor,Aswan,Single,0,2023-07-23,606
5919,42,3085,89,fmale,182,High School,Giza,Single,0,28/04/2020,631
5920,21,5677,77,Female,156,High School,Luxor,Married,3,2020-01-10,565
5921,,6069,92,Male,187,Bachelor,Luxor,Single,3,2022-07-14,700
5922,36,8237,,Male,174,High School,Luxor,Married,1,14/07/2021,666
5923,42,2984,63,Female,NULL,High School,Alexandria,Married,2,2021-03-04,674
5924,35,7816,92,Male,162,Bachelor,Cairo,Married,0,2024-04-07,699
5925,18,6196,75,Male,184,High School,Luxor,Married,0,2024-05-03,613
5926,24,8057,56,Male,167,High School,alex,Divorced,2,2020-12-11,624
5927,43,5136,55,Male,166,Bachelor,Aswan,Married,2,2023-03-26,700
5928,36,3335,62,male,174,High School,alex,Single,3,2024-04-14,656
5929,49,3565,75,Male,166,High School,Luxor,Married,2,2020-11-20,726
5930,39,3416,82,Male,154,Bachelor,Cairo,Married,2,2022-09-29,620
5931,23,6955,70,Female,171,Bachelor,Luxor,Married,2,2024-05-27,623
5932,25,8953,80,Male,166,High School,Cairo,Divorced,0,2024-04-12,686
5933,36,4870,,Female,162,Bachelor,Alexandria,Married,2,2024-05-15,736
5934,18,7258,93,Female,182,PhD,Cairo,Married,0,2020-06-29,696
5935,55,2953,100,Male,193,PhD,Aswan,Single,0,2020-09-22,755
5936,40,6360,69,Female,160,Bachelor,Cairo,Divorced,1,2023-06-12,696
5937,,7337,82,Female,171,High School,Giza,Single,,2022-06-07,
5938,18,3103,80,Female,166,Bachelor,Alexandria,Married,2,2023-07-21,
5939,49,5592,,Female,192,High School,Cairo,Single,0,2022-05-29,
5940,61,7431,84,male,174,Bachelor,Luxor,Single,0,2022-04-06,641
5941,19,132,82,male,179,Master,Aswan,Divorced,3,2022-05-28,661
5942,44,8670,,Female,181,Bachelor,Giza,Divorced,2,2022-09-04,
5943,35,6707,94,Female,171,Bachelor,Cairo,Divorced,0,2022-02-24,672
5944,18,7433,,Female,168,High School,Cairo,Single,0,2020-01-10,755
5945,40,5174,69,Male,185,High School,Giza,Divorced,2,18/03/2020,723
5946,45,2554,100,Female,177,high school,Giza,Single,2,2022-12-29,688
5947,27,7068,73,Male,161,Bachelor,Cairo,Single,1,2021-02-12,673
5948,48,5834,78,Male,NULL,Bachlors,Luxor,Married,0,2024-02-05,614
5949,18,6064,,Female,166,Bachelor,Luxor,Single,2,2022-02-03,625
5950,18,8175,73,Female,181,Bachelor,Luxor,Married,0,2020-01-29,609
5951,36,7524,81,Male,184,High School,Cairo,Single,2,2021-10-21,586
5952,35,9842,62,Female,191,Bachelor,Alexandria,Married,2,2024-03-30,602
5953,26,6307,83,Female,162,Bachlors,Cairo,Divorced,0,2024-09-02,782
5954,44,4617,48,Female,171,Bachelor,Alexandria,Married,0,2022-12-23,709
5955,41,5623,55,Male,165,Bachlors,Luxor,Single,0,2021-01-25,665
5956,45,6831,100,Female,168,Bachelor,Cairo,Married,1,2020-02-06,
5957,,8031,56,Male,179,High School,Luxor,Married,0,2023-10-17,684
5958,42,3065,45,Female,169,Master,Cairo,Divorced,1,2020-01-09,588
5959,29,6017,56,Male,183,Bachelor,Luxor,Married,0,2023-07-07,545
5960,59,9219,100,male,164,Master,alex,Divorced,1,2024-02-11,569
5961,25,5519,48,Female,177,Bachelor,Cairo,Married,3,2021-05-24,613
5962,60,7862,60,Male,165,High School,Alexandria,Married,2,2021-04-08,
5963,35,6986,53,Female,151,Bachelor,Luxor,Single,0,2023-11-21,656
5964,18,7911,70,Female,159,Bachelor,Aswan,Single,0,2024-12-01,676
5965,,4380,68,Female,171,Bachelor,Alexandria,Divorced,1,2021-12-06,592
5966,36,4389,67,Female,189,Bachelor,Aswan,Divorced,0,2021-10-01,741
5967,45,6040,100,Female,165,High School,Luxor,Single,1,2020-09-21,595
5968,49,2935,57,Female,168,Bachelor,Cairo,Divorced,2,2020-07-29,668
5969,39,5460,73,Male,174,Bachlors,Cairo,Single,0,2022-02-24,628
5970,27,6505,80,Male,164,Bachelor,Cairo,Married,0,2022-10-27,681
5971,46,9569,60,Female,165,Bachelor,Aswan,Divorced,3,2023-04-20,668
5972,35,6805,82,Male,170,High School,Luxor,Married,2,2021-09-18,685
5973,43,7250,69,Female,165,High School,Giza,Single,1,2020-12-08,683
5974,18,8328,80,Female,152,Bachelor,Cairo,Divorced,0,2020-05-13,624
5975,40,4070,73,Male,163,Bachelor,Luxor,Divorced,1,2024-08-14,662
5976,,5669,44,Male,176,Bachelor,Giza,Divorced,3,2020-04-03,625
5977,54,10850,94,Female,176,Bachelor,Giza,Divorced,2,2021-09-02,586
5978,42,5841,100,Female,183,High School,Luxor,Married,0,2021-08-18,677
5979,37,8232,72,Female,182,High School,Cairo,Divorced,2,2022-07-22,
5980,40,7927,61,Female,160,High School,Cairo,Divorced,3,2024-01-30,645
5981,23,3043,97,Male,162,PhD,Alexandria,Divorced,0,2022-12-01,701
5982,54,6620,100,Male,162,Bachelor,Luxor,Divorced,1,2023-05-06,686
5983,58,6293,72,Female,168,Master,Giza,Single,3,2022-12-09,726
5984,39,6659,71,Male,163,Bachelor,Aswan,Married,3,2021-11-22,678
5985,54,4491,73,Male,168,High School,Aswan,Single,1,2022-06-07,
5986,28,3766,49,Male,161,Bachelor,Cairo,Married,1,2024-12-23,661
5987,25,5047,70,Male,177,Bachelor,Alexandria,Divorced,0,2023-11-07,786
5988,35,5804,100,Female,160,Bachelor,Aswan,Divorced,1,2020-10-01,574
5989,40,8369,72,Female,160,Bachelor,Cairo,Single,3,2021-12-02,576
5990,30,9634,59,Female,175,Bachelor,Alexandria,Married,,2022-09-30,586
5991,41,8793,82,Male,177,Bachelor,Aswan,Divorced,1,2022-01-05,613
5992,38,7720,64,Male,167,High School,Giza,Married,1,2024-03-16,563
5993,23,3991,74,Female,178,Master,Aswan,Married,0,2021-01-20,697
5994,41,5182,55,Female,177,Bachelor,Aswan,Married,0,2020-12-03,630
5995,45,6419,59,Female,188,Bachelor,Aswan,Married,2,2024-07-20,653
5996,37,4735,86,Female,177,Bachelor,Aswan,Single,4,2022-04-06,698
5997,48,7154,76,Male,187,High School,Cairo,Divorced,2,2020-02-09,584
5998,20,7440,63,Female,170,Master,Luxor,Divorced,4,2021-04-12,563
5999,40,7072,76,Female,183,High School,Giza,Divorced,,2021-04-04,672
6000,20,8050,65,Female,184,High School,Luxor,Married,3,2024-01-29,673
6001,21,4190,63,Male,168,Master,Cairo,Married,3,2020-09-25,665
6002,27,7865,92,Male,163,Bachelor,Aswan,Married,0,2021-03-08,664
6003,23,4608,,Female,164,Master,Alexandria,Married,1,2024-02-12,578
6004,28,4118,74,male,174,Bachelor,Alexandria,Single,0,2020-02-14,682
6005,32,7064,77,male,158,Bachelor,Luxor,Married,0,2023-04-22,734
6006,45,8431,74,Female,165,High School,Alexandria,Married,2,2022-10-30,692
6007,31,6976,82,Female,181,Bachelor,Luxor,Married,3,2020-12-12,554
6008,18,6041,63,Male,176,High School,Giza,Married,0,2020-09-09,695
6009,48,6620,87,Female,146,Master,Alexandria,Single,1,2022-01-20,635
6010,24,6272,80,Male,156,Bachelor,Aswan,Married,4,2023-12-27,641
6011,34,3748,71,Male,191,Bachelor,Cairo,Divorced,0,2023-08-25,641
6012,40,3514,67,Male,181,High School,Giza,Married,2,2024-06-10,625
6013,37,5842,87,Male,164,PhD,Alexandria,Single,1,2020-03-17,648
6014,48,6159,72,Female,155,Master,Alexandria,Married,0,2022-02-07,569
6015,40,6022,64,Female,157,Bachelor,Luxor,Divorced,2,2024-11-30,549
6016,24,7352,69,Female,175,Master,Giza,Married,0,2023-08-04,703
6017,61,5569,86,Female,189,Master,Cairo,Single,1,2021-06-07,719
6018,37,7125,50,Male,189,Bachelor,Cairo,Married,0,2024-04-28,616
6019,,5710,69,Male,154,High School,Luxor,Single,0,2022-12-31,753
6020,46,9646,91,Male,167,Bachelor,Luxor,Married,0,2023-06-30,580
6021,37,6161,72,male,161,Bachelor,cairo,Married,0,2020-04-09,
6022,39,10681,79,Female,171,Bachelor,Alexandria,Married,0,01/05/2023,616
6023,64,6704,,Male,156,high school,Giza,Single,0,2020-04-08,537
6024,31,5572,88,Male,164,High School,Cairo,Divorced,0,2023-09-17,656
6025,31,4201,68,Female,161,Master,Aswan,Married,0,2020-08-09,
6026,36,3114,73,Female,175,Bachlors,Cairo,Single,0,31/08/2023,727
6027,47,4017,88,Male,164,Master,Giza,Married,0,2024-09-08,679
6028,18,4240,89,Male,166,Bachelor,Luxor,Married,0,2020-02-10,696
6029,18,6789,73,Female,175,Bachelor,cairo,Single,1,2020-04-08,619
6030,27,4947,,Female,186,Master,Cairo,Married,0,2023-11-13,640
6031,18,6373,79,Female,191,High School,Aswan,Single,0,2020-08-25,692
6032,29,8563,95,Male,174,Bachelor,Alexandria,Single,1,2022-05-03,623
6033,41,5824,91,Male,169,Bachelor,Cairo,Married,0,28/06/2022,715
6034,24,10158,85,Male,183,Bachelor,cairo,Married,1,2022-02-17,642
6035,18,3648,58,Female,181,Bachelor,Cairo,Single,0,2020-09-10,596
6036,35,5698,70,Female,178,High School,Aswan,Single,1,2023-01-25,705
6037,45,4921,71,Female,154,Master,Alexandria,Divorced,0,01/06/2021,747
6038,18,7873,96,Male,182,Bachelor,Cairo,Single,3,2022-08-29,613
6039,44,1520,71,Male,173,Bachelor,Aswan,Married,0,2023-12-08,631
6040,44,3113,93,Female,161,Bachelor,Cairo,Single,1,09/11/2020,608
6041,46,5785,66,Female,163,High School,Cairo,Married,1,2021-02-24,667
6042,49,9102,67,Female,175,Bachelor,Luxor,Divorced,1,24/11/2023,718
6043,61,6451,82,Male,144,Bachelor,Aswan,Single,0,05/11/2023,637
6044,30,3296,98,Male,168,High School,Cairo,Married,0,2023-07-14,605
6045,36,3605,71,Female,163,Bachelor,Alexandria,Married,1,2020-01-20,618
6046,30,9345,36,Female,162,Master,Giza,Married,,08/09/2021,590
6047,35,4757,51,Male,165,Bachelor,Luxor,Married,0,2022-05-11,596
6048,53,4114,,Female,155,Bachelor,Luxor,Divorced,0,2023-09-17,580
6049,18,8954,52,Female,180,High School,Luxor,Married,3,2020-07-25,609
6050,24,8022,62,Female,148,Bachelor,Giza,Single,0,2023-09-18,628
6051,51,8548,75,Male,171,Bachelor,Aswan,Divorced,,2022-12-01,629
6052,47,4099,38,Male,161,Bachelor,Alexandria,Married,1,2021-07-06,691
6053,30,2949,69,Male,189,High School,Giza,Divorced,0,2023-06-29,631
6054,45,6266,57,Male,170,High School,Alexandria,Single,0,2023-05-25,670
6055,39,6670,52,Male,148,Bachelor,Alexandria,Divorced,1,2023-12-06,606
6056,53,6729,62,Male,175,Bachelor,Luxor,Divorced,2,2020-10-07,682
6057,35,8956,58,male,159,High School,cairo,Married,2,07/05/2022,714
6058,47,2532,82,Female,179,Bachelor,Alexandria,Married,0,2024-08-28,592
6059,66,7719,92,Female,176,Bachelor,Alexandria,Married,2,2020-08-02,565
6060,42,3806,69,Male,184,High School,Alexandria,Married,1,2022-11-13,667
6061,35,7711,66,Female,171,High School,Alexandria,Single,1,2024-01-12,646
6062,43,5050,68,Male,178,Bachelor,Luxor,Single,,2023-06-19,701
6063,30,4372,58,Male,170,Bachelor,Alexandria,Divorced,1,2020-08-29,671
6064,63,4780,55,Male,164,Bachelor,Cairo,Single,0,2021-08-01,667
6065,37,3108,50,Female,180,Bachelor,Aswan,Married,1,2020-08-21,551
6066,31,6080,55,Male,157,Bachelor,Aswan,Single,0,2024-05-26,620
6067,24,4454,99,Female,169,Master,Alexandria,Divorced,0,2020-08-05,608
6068,48,7572,64,Male,164,Master,Luxor,Single,0,2022-10-16,655
6069,45,7280,30,Female,178,Bachelor,Cairo,Divorced,1,2021-02-10,705
6070,29,9376,66,Male,NULL,Bachelor,Cairo,Divorced,0,2023-06-01,689
6071,41,6732,51,Female,165,PhD,Alexandria,Married,3,2021-02-13,634
6072,18,7041,75,Male,170,High School,Luxor,Divorced,0,2024-05-12,619
6073,37,8800,74,Female,184,High School,Aswan,Divorced,1,2021-06-22,612
6074,,4744,75,Female,164,Master,Giza,Married,0,2024-08-29,704
6075,55,3023,74,Female,165,Master,Alexandria,Divorced,2,07/12/2022,722
6076,25,6400,69,Male,156,Master,Alexandria,Single,1,2021-02-17,731
6077,19,3154,53,Female,160,Master,cairo,Single,3,2022-01-03,692
6078,,10907,73,Male,174,Bachelor,Luxor,Single,2,2023-12-11,611
6079,18,8910,90,Male,170,Master,Giza,Divorced,5,2022-04-19,597
6080,51,10327,100,Female,170,High School,Luxor,Divorced,,2021-08-27,649
6081,53,6124,71,Female,187,Master,Alexandria,Married,1,2020-11-24,698
6082,38,7101,73,Female,153,Bachelor,Giza,Divorced,0,2020-03-21,544
6083,49,5081,82,Female,193,High School,Cairo,Divorced,0,2023-01-27,717
6084,36,7765,97,Male,181,Bachelor,Cairo,Single,0,2022-10-13,692
6085,,3568,,Female,166,High School,Giza,Single,3,2021-03-01,632
6086,31,913,85,Female,173,High School,Alexandria,Divorced,0,2023-11-10,519
6087,31,4418,62,Male,163,High School,Luxor,Married,2,2022-09-11,693
6088,18,3089,79,Female,173,High School,Alexandria,Single,1,2021-11-08,712
6089,38,8955,89,Male,191,Bachelor,Giza,Divorced,0,2021-04-25,576
6090,34,9631,55,Female,163,Bachelor,Alexandria,Married,0,2020-01-06,726
6091,43,3194,67,Female,167,PhD,Alexandria,Married,0,2020-01-27,632
6092,36,8583,,Female,162,Bachelor,Cairo,Divorced,0,2023-10-07,618
6093,33,7902,84,Female,164,Master,Aswan,Single,2,2020-07-01,720
6094,24,2860,90,Male,165,PhD,Luxor,Married,0,2020-08-14,551
6095,35,5219,87,Female,159,High School,Alexandria,Married,1,2024-09-06,640
6096,43,4839,69,Male,167,High School,Cairo,Married,2,2023-03-21,654
