Transaction ID,Customer_ID,Date,Items Purchased,Amount,Store_Location,Payment_Method,Discount_Applied,Member_Level,Satisfaction_Score
6839,1616.0,2023/07/31,butter,29.85,Alexandria,Debit Card,0,,8
6840,,25 December 2023,"pasta, chicken, sugar, yogurt",84.59,Luxor,Credit Card,,Platinum,10
6841,50.0,2023/11/12,rice,24.47,Mansoura,Debit Card,,Gold,3
6842,1741.0,2023/07/16,chicken,8.82,Luxor,Credit Card,TRUE,Platinum,10
6843,784.0,2023/09/03,"sugar, butter, tomatoes, milk, orange juice",122.19,Giza,Mobile Wallet,Y,,1
6844,1179.0,30-10-2023,"coffee, cheese, yogurt, tomatoes, rice, soda",67.8,Mansoura,Debit Card,0,,6
6845,441.0,2023-08-04,"shampoo, beef, cookies, orange juice, bananas, eggs",78.64,Alexandria,Mobile Wallet,0,Silver,11
6846,144.0,null,"coffee, yogurt, cookies, butter, bread, chicken",34.13,Luxor,Cash,0,Bronze,1
6847,1533.0,23 May 2023,"shampoo, detergent, rice, soda, tomatoes, soap",41.63,Mansoura,Wallet,TRUE,Bronze,7
6848,1335.0,08-10-2023,"tea, detergent",15.68,Giza,Csh,1,Platinum,100
6849,154.0,null,cheese,,Cairo,Debit Card,Yes,Bronze,9
6850,,13-05-2023,Tomatoes,20.16,Mansoura,Credit Card,0,Bronze,7
6851,394.0,27-06-2023,"coffee, yogurt, milk, shampoo, butter, onions",NULL,Cai,Debit Card,FALSE,,7
6852,1793.0,2023/04/04,"sugar, cheese, milk, yogurt, chicken",27.47,Giza,Vodafone Cash,FALSE,,5
6853,481.0,,"shampoo, tea",36.95,Luxor,Debit Card,No,Silver,7
6854,1148.0,02/22/2023,"bananas , tea , butter , chicken , eggs , chips",90.01,Man,Debit Card,Y,,10
6855,298.0,2023/01/01,"onions, pasta",51.67,LUXOR,Credit Card,TRUE,,7
6856,1603.0,16 March 2023,"bananas, apples, beef",18.32,Luxor,Cash,N,gold,10
6857,10.0,01-08-2023,beef,NULL,Mansoura,Debit Card,False,Bronze,10
6858,1792.0,2023-12-16,detergent,16.74,Luxor,Mobile Wallet,yes,Bronze,9
6859,1.0,2023/11/21,"apples, chips, onions, tea, cheese, orange juice",154.05,Mansoura,Cash,N,Silver,9
3217,1468.0,28-08-2023,"butter, sugar, shampoo, chips",102.56,Luxor,Debit Card,FALSE,Gold,6
6860,770.0,10/14/2023,cheese,26.85,Luxor,Credit Card,False,Bronze,8
6861,11.0,19 February 2023,rice;shampoo;tea;cookies,82.44,Mansoura,Vodafone Cash,True,Platinum,4
6862,466.0,2023/03/15,"chips, ONIONS",20.06,Cai,Mobile Wallet,0,Bronze,7
6863,66.0,14-09-2023,"rice,butter,chicken,bananas,yogurt,tomatoes",112.4,Giz,Cash,TRUE,Platinum,5
6864,997.0,20 May 2023,"orange juice, chicken, sugar, soda",73.64,Luxor,Cash,False,,5
6865,,16 March 2023,"chips, onions",14.27,Giza,Debit Card,1,,8
6866,1751.0,2023-12-14,"eggs, tomatoes, shampoo, bananas, coffee, cheese",,Luxor,Cash,FALSE,Bronze,7
6867,286.0,2023/03/11,"yogurt, orange juice, chicken, butter",43.96,Luxor,Cash,0,Platinum,5
6868,1594.0,2023-10-12,"detergent, soap, bread, shampoo",109.65,Cairo,Cash,Yes,Bronze,6
6869,1644.0,06/04/2023,bananas,8.58,Mansoura,Mobile Wallet,False,Silver,10
6870,,09/02/2023,"orange juice, cheese, pasta",67.06,Luxor,Cash,Y,Bronze,9
6871,436.0,2023-08-25,"cheese, apples, soap",45.53,Luxor,Cash,yes,Gold,5
6872,1564.0,2023/02/13,"apples, bread, rice, soda",,Cairo,Mobile Wallet,True,Bronze,6
6873,977.0,,"CHICKEN, SHAMPOO, bananas, BEEF",36.22,Giza,Cash,True,Silver,50
6874,655.0,10/03/2023,pasta,6.05,Giza,Debit Card,Y,Bronze,6
6875,1600.0,08/19/2023,chips,10.48,Luxor,Debit Card,Yes,Platinum,3
6876,1108.0,10/08/2023,"beef, tea, apples",51.97,Alexandria,Mobile Wallet,Y,Bronze,8
6877,931.0,2023/12/10,"shampoo, beef, onions, milk, tomatoes",125.87,Cairo,Credit Card,Y,Silver,1
6878,1403.0,31-01-2023,"apples, orange juice, cookies, soda, tea",91.72,Mansoura,Cash,1,Silver,1
6879,816.0,2023/03/12,"CHICKEN, COOKIES, COFFEE",72.76,Cairo,Debit Card,False,,5
6880,908.0,2023-01-16,"rice, bread",58.44,Mansoura,Cash,,Bronze,100
6881,1357.0,2023/07/31,butter,7.05,Luxor,Credit Card,False,Platinum,1
6882,968.0,09 October 2023,"bread, shampoo, yogurt",82.06,Cairo,Mobile Wallet,Yes,Platinum,4
6883,518.0,2023/06/25,"milk, chicken, soap, pasta, yogurt",57.52,Luxor,Debit Card,Yes,Platinum,3
6884,1490.0,28-10-2023,"BANANAS, ONIONS, Chips, Soap, MILK, Coffee",115.0,Mansoura,Csh,N,Silver,2
6885,597.0,null,"coffee, soap",19.02,Mansoura,Debit Card,Y,Bronze,3
6886,1884.0,null,"eggs , apples , tomatoes , cheese , bread",103.63,Cairo,Cash,no,,2
6887,1554.0,07/09/2023,soap,7.2,Alexandria,Cash,1,Platinum,2
6888,1305.0,31-03-2023,sugar,21.22,Alexandria,Cash,True,Bronze,3
6889,192.0,21 July 2023,orange juice,17.67,Luxor,Mobile Wallet,Y,,5
6890,281.0,24-11-2023,"shampoo,detergent,tomatoes",25.8,Giza,Cash,yes,Platinum,3
6891,1536.0,19-05-2023,"detergent, milk, soap, sugar, coffee, butter",73.63,Luxor,App,No,Gold,9
6892,1065.0,26-12-2023,"coffee, beef, apples, sugar",90.83,Alexandria,Cash,yes,Gold,5
6893,1470.0,NULL,"bananas, chicken, bread",75.57,Mansoura,Credit Card,No,,8
6894,312.0,05 August 2023,"cheese, cookies, detergent, chips, tomatoes",null,Luxor,Mobile Wallet,yes,,1
6895,843.0,19 May 2023,"Coffee, Rice, Beef, ONIONS",119.19,Luxor,Credit Card,1,Platinum,5
4701,1718.0,10/20/2023,"detergent, sugar, soap, tea, chips, cookies",,Luxor,Debit Card,TRUE,,2
6896,141.0,04/04/2023,"apples, tea, chips, cheese, milk, bread",151.33,Mansoura,Mobile Wallet,Yes,Bronze,4
6897,361.0,03-07-2023,"ONIONS, SUGAR, rice",42.8,Giza,Mobile Wallet,No,,9
6898,912.0,14-04-2023,tomatoes,14.79,Mansoura,Debit Card,True,silver,7
6899,,02/04/2023,pasta;soda;sugar;yogurt,93.51,ALEXANDRIA,Credit Card,False,,3
6900,822.0,13-11-2023,"beef, rice, chicken, coffee",41.03,Luxor,Cash,,Silver,1
6901,1348.0,2023/02/10,"beef, tea, detergent, sugar, bananas, soap",32.41,Giza,Debit Card,True,Silver,6
6902,1882.0,2023/07/18,onions,26.42,Giza,Cash,False,Silver,10
6903,380.0,2023/05/14,"beef, sugar",47.79,Cairo,Debit Card,No,,9
6904,1074.0,27-01-2023,coffee,21.13,Luxor,Mobile Wallet,True,Gold,5
6905,19.0,2023/09/06,"apples, sugar, beef, cheese",105.08,Alexandria,Credit Card,0,Bronze,5
6906,,2023/12/13,"yogurt, coffee, onions",51.35,Cairo,Mobile Wallet,N,,1
6907,1582.0,2023/02/06,"rice, cheese, yogurt",29.55,Mansoura,Cash,,Silver,9
6908,947.0,19-06-2023,"cookies, tea, bread, cheese, eggs, detergent",107.41,Mansoura,Credit Card,FALSE,,7
6909,577.0,2023-03-28,"Rice, YOGURT, BREAD, BANANAS, soda, CHICKEN",39.96,CAIRO,Cash,yes,Gold,10
6910,745.0,2023-03-31,"butter, pasta, Chicken, BREAD, Rice, SODA",40.37,Cairo,App,False,,6
6911,227.0,2023/08/02,"rice, chicken, detergent, apples, milk, coffee",40.68,Mansoura,Debit Card,yes,,9
6912,919.0,2023/09/24,"Beef, COOKIES, DETERGENT, pasta, bread",144.61,Mansoura,Cash,TRUE,Platinum,2
6913,1498.0,2023/07/23,"chips, pasta, eggs, cheese",78.84,Alexandria,Debit Card,yes,Gold,1
6914,519.0,2023/05/01,"soda, cookies, bread, yogurt, bananas",122.25,Luxor,Mobile Wallet,N,,2
6915,1442.0,2023/06/17,"orange juice, chips, butter, yogurt, beef",52.26,Mansoura,Cash,yes,,9
6916,497.0,2023/11/09,"detergent, onions, yogurt, pasta, bread, shampoo",114.87,Giza,Debit Card,yes,Platinum,7
6917,1958.0,2023/05/28,"chips, bread",56.78,Cairo,Credit Card,0,platinum,2
6918,1978.0,06 May 2023,"cheese, shampoo, detergent",85.17,LUXOR,Debit Card,yes,,1
6919,688.0,2023/05/15,"sugar, apples",36.53,Alexandria,Cash,yes,Platinum,6
6920,1437.0,2023/05/21,"cookies, cheese, eggs, milk, butter, tomatoes",145.64,CAIRO,CC,Yes,Gold,5
6921,422.0,2023/11/20,"tea, pasta, shampoo, eggs, orange juice",133.12,Luxor,Debit Card,Yes,Bronze,7
6922,557.0,18-11-2023,"yogurt, tea, chips, rice, shampoo, sugar",175.47,Giza,Credit Card,,,10
6923,1871.0,null,"bananas, apples, tomatoes, bread, detergent, tea",89.35,Alexandria,Mobile Wallet,No,Bronze,7
6924,1592.0,03-05-2023,"tomatoes, chicken, chips",48.31,Lux,Visa,FALSE,Gold,10
6925,1168.0,2023-04-28,"cookies, detergent, onions, tea, pasta",95.34,Luxor,Cash,1,Platinum,4
6926,270.0,,"beef, bananas, yogurt, tea",117.62,Cairo,Wallet,FALSE,Platinum,6
6927,210.0,2023/11/25,"eggs, sugar",48.39,Cairo,Cash,True,,0
6928,957.0,01 January 2024,"cheese, tea, bananas, chicken, bread",,Giza,Credit Card,False,Gold,6
6929,1689.0,NULL,shampoo,29.62,Mansoura,Credit Card,Yes,Gold,11
6930,519.0,2023-09-08,"CHICKEN, cookies, CHEESE",25.75,mansoura,Credit Card,Yes,Gold,3
6931,1003.0,18-01-2023,"cookies, sugar, bananas",45.29,Luxor,Mobile Wallet,TRUE,,6
6932,962.0,06-11-2023,detergent | cheese | tea,43.31,Alexandria,Mobile Wallet,,,1
6933,1829.0,27-05-2023,"butter, yogurt, detergent",27.07,Mansoura,Mobile Wallet,True,,5
6934,1430.0,09 December 2023,"bread, yogurt, detergent, rice",47.53,Luxor,Cash,Yes,Gold,4
6935,1036.0,07-10-2023,"butter, sugar, apples, chips, pasta, chicken",157.59,Cairo,Credit Card,False,Gold,10
6936,1502.0,2023/05/20,"bread, tea",38.7,mansoura,Credit Card,No,Gold,5
6937,,03/15/2023,sugar | tomatoes | bread | milk,-50.5,Mansoura,Credit Card,No,Silver,6
6938,1835.0,2023-06-29,"ONIONS, SODA",58.56,Cairo,Dollar,N,Platinum,10
6939,172.0,04-07-2023,"coffee, eggs, sugar, pasta",82.25,Giza,Credit Card,True,,10
6940,,2023-03-14,"beef, pasta, tomatoes, soap, orange juice",136.7,Cairo,Cash,no,,7
1882,924.0,2023-01-29,"beef, coffee",32.41,Alexandria,Cash,1,,7
6941,,null,bananas,15.02,Luxor,Credit Card,No,,9
6942,1154.0,2023/07/30,Onions,21.2,Giza,Cash,Y,,8
6943,1620.0,2023/10/23,"coffee, apples, eggs, bread",113.13,Cairo,Visa,TRUE,Silver,6
6944,848.0,2023-01-05,"CHICKEN, Bread, cheese, pasta",87.4,Luxor,Cash,no,Bronze,4
6945,,2023-06-19,"chicken, soap, sugar",89.88,Cairo City,Cash,False,Platinum,8
6946,1116.0,26-12-2023,"shampoo, orange juice, chicken, onions, coffee, apples",136.3,Luxor City,Mobile Wallet,No,,4
6947,1116.0,17 January 2023,"cookies, apples, butter, bananas",73.41,Luxor,Debit Card,No,Silver,2
6948,982.0,23-06-2023,"apples, tea, pasta",36.58,Cairo,Cash,yes,Gold,10
6949,243.0,15-09-2023,BREAD,7.31,Cairo,Cash,Y,Silver,8
6950,1626.0,2024-01-01,"shampoo, yogurt",26.7,Luxor,Mobile Wallet,TRUE,Bronze,1
6951,453.0,08/02/2023,milk,23.47,Luxor,Mobile Wallet,TRUE,Platinum,7
6952,685.0,22-07-2023,"rice, bananas, onions, soap, tea, coffee",175.55,Alexandria,Mobile Wallet,Yes,Platinum,8
3752,569.0,03-08-2023,orange juice,20.67,Mansoura,Mobile Wallet,True,Bronze,8
6953,133.0,2023-05-24,"detergent, butter",51.99,Alexandria,Debit Card,False,,2
6954,1320.0,2023-03-25,"onions, eggs, bread, shampoo, yogurt",125.69,Luxor,Mobile Wallet,TRUE,Silver,5
6955,326.0,2023-03-18,"onions, cheese, bananas",48.73,Alexandria,Mobile Wallet,0,Bronze,0
6956,46.0,null,"yogurt, chicken, eggs, rice, bread, pasta",71.64,Giza,Mobile Wallet,N,Silver,4
6957,1592.0,06/11/2023,"CHICKEN, apples, DETERGENT",85.76,mansoura,Mobile Wallet,No,,50
6958,1925.0,2023/03/09,"coffee, bread, chips, milk",116.18,Cairo,Cash,yes,Silver,5
6959,1345.0,2023-02-26,"SODA, Tomatoes",37.92,Giza,Debit Card,,Platinum,7
6960,1315.0,2023-02-26,"pasta, bread",19.94,Alexandria,Mobile Wallet,TRUE,,10
6961,881.0,01/11/2023,"BUTTER, Milk, CHICKEN, BANANAS, YOGURT",60.48,Luxor,Debit Card,False,Gold,8
6962,858.0,2023/03/16,"chicken, onions, sugar, shampoo, coffee, soap",47.9,Alexandria,CC,No,Gold,7
6963,1983.0,2023-11-29,"bread, onions, orange juice, pasta, chicken",86.24,Mansoura,Debit Card,0,Platinum,10
2399,768.0,05/16/2023,"shampoo, chicken, apples, sugar",83.82,Giza,Debit Card,Yes,Bronze,2
6964,565.0,17 June 2023,"shampoo, bread, apples, cookies",63.16,Cairo,Mobile Wallet,FALSE,Platinum,8
6965,1294.0,2023/01/31,detergent,19.15,Mansoura,Credit Card,0,silver,7
6966,374.0,06/21/2023,"rice, soda, tea, apples, cookies",-10,Giza,Cash,0,Gold,3
6967,1849.0,NULL,"shampoo, rice",51.39,cairo,Visa,1,Silver,3
6968,1631.0,,"cheese, detergent, sugar, bananas",59.37,Mansoura,Mobile Wallet,no,Gold,10
6969,180.0,05/31/2023,detergent;chips;cookies;eggs;yogurt;cheese,43.06,Mansoura,Credit Card,FALSE,,10
6970,214.0,10/29/2023,"coffee, orange juice, butter",52.7,Luxor,Debit Card,False,,3
6971,626.0,2023/05/03,butter,22.83,Alexandria,Credit Card,True,Bronze,10
6972,1451.0,2023-07-04,beef,16.93,Lux,Credit Card,TRUE,Bronze,10
6973,1536.0,01/16/2023,"pasta, soda",42.68,Giza City,Mobile Wallet,yes,,6
6974,,2023/10/22,"eggs, chips, apples, chicken, soap, tomatoes",176.63,Mansoura,Debit Card,False,Platinum,6
6975,589.0,14-08-2023,"yogurt, rice",50.3,ALEXANDRIA,Credit Card,yes,Silver,8
6976,174.0,29 December 2023,"eggs, rice, detergent, beef, bananas",37.0,Cairo,Vodafone Cash,no,Platinum,6
6977,403.0,01-01-2024,"chicken, detergent",48.48,ALEXANDRIA,Cash,False,Silver,0
5332,968.0,2023/12/26,orange juice,5.24,Giza,Credit Card,0,Silver,10
6978,3.0,08/23/2023,"detergent, bananas, coffee, chicken",111.72,Alexandria,Credit Card,No,,3
6979,891.0,09 January 2023,"yogurt, chicken",46.37,Giza,App,Y,,8
6980,384.0,2023-04-07,"yogurt,rice",53.15,Luxor,Credit Card,FALSE,Bronze,8
6981,303.0,21-11-2023,"cheese, tomatoes, yogurt",79.54,mansoura,Cash,Yes,,4
6982,626.0,25-06-2023,"Eggs, milk, ONIONS, BREAD",73.28,Luxor,Wallet,yes,Bronze,9
6983,161.0,2023-09-22,apples;bread;onions;beef,66.29,Giza,Debit Card,no,Platinum,1
2536,,2023-03-14,"pasta, onions, coffee, chicken",62.69,Mansoura,CC,,Gold,3
6984,226.0,2023-03-11,"soda, chicken, soap, eggs, pasta, apples",70.93,Cairo,Credit Card,yes,Bronze,1
6985,1711.0,2023-10-02,"MILK, BUTTER, tomatoes, CHICKEN",,cairo,Cash,TRUE,Silver,8
6986,39.0,2023/01/23,"orange juice, detergent, sugar, coffee",28.93,Luxor,Mobile Wallet,No,Bronze,5
6987,480.0,03/19/2023,"cookies, cheese, sugar",82.12,alexandria,Credit Card,Yes,Gold,9
6988,693.0,12-08-2023,sugar,16.27,Giza,Mobile Wallet,TRUE,Bronze,50
6989,1458.0,11-12-2023,sugar,20.64,Luxor,Visa,TRUE,Bronze,3
6990,299.0,2023/12/09,"chicken, detergent, soap",49.2,Mansoura,Cash,,,6
6991,1719.0,2023-08-18,"beef, bread, tomatoes, pasta, onions",118.63,Mansoura,Mobile Wallet,,,10
6992,621.0,08/08/2023,"TEA, CHIPS, bread",69.74,Giza,Mobile Wallet,no,,10
6993,163.0,13-04-2023,"tomatoes, rice, sugar, onions",56.37,Alexandria,Cash,TRUE,Platinum,10
6994,490.0,2023-02-10,butter,7.18,Giza,Credit Card,1,Silver,11
2863,1037.0,2023/07/11,"cheese, beef, apples, coffee",112.57,ALEXANDRIA,Cash,FALSE,Silver,4
6995,1634.0,2023/09/25,"chips, soap",51.48,Mansoura,Debit Card,0,Platinum,2
6996,681.0,03-11-2023,"bread, apples, butter, onions, sugar, cheese",148.9,Lux,Debit Card,No,,1
6997,,2023/02/21,chips,25.33,Giza,Cash,Yes,Platinum,9
6998,1693.0,21 December 2023,"butter, milk",41.87,Mansoura,Debit Card,FALSE,Platinum,10
6999,772.0,2023/10/19,"beef, sugar",58.09,Lux,Mobile Wallet,Yes,,3
7000,1441.0,21-12-2023,"bananas, eggs, soap, apples, cookies, tomatoes",null,Man,Cash,True,Gold,50
7001,748.0,22 March 2023,"rice, bread",33.52,Cairo,Cash,TRUE,Silver,9
7002,293.0,07-07-2023,"chicken, butter, detergent, soda, orange juice",,Alexandria,Cash,Yes,Platinum,1
7003,1577.0,2023/05/21,"pasta, sugar, bread, soda, chicken",50.59,Mansoura,Credit Card,True,,6
7004,389.0,26-07-2023,"chicken, cheese, bananas, chips, bread, coffee",179.88,Giza,Mobile Wallet,N,Silver,8
7005,1035.0,2023/12/15,"tomatoes, soap, apples, tea",61.72,Alexandria,Credit Card,No,Bronze,10
7006,,,"orange juice, eggs, chips, cookies",58.49,Mansoura,Debit Card,TRUE,,4
7007,,30-06-2023,"cheese, chips",25.96,Cairo,Cash,False,,10
7008,1391.0,2023/02/22,"apples, coffee, beef",59.89,Mansoura,Mastercard,1,Bronze,6
6730,77.0,12/26/2023,"Butter, PASTA, coffee, sugar, Detergent",111.84,Luxor,Credit Card,FALSE,,10
7009,1704.0,02-01-2023,"SHAMPOO, SOAP, rice",72.42,Alexandria,Cash,yes,Bronze,5
7010,195.0,2023/02/27,cookies,16.76,Lux,Cash,Y,Platinum,2
7011,518.0,07/17/2023,coffee,24.77,Giz,Mobile Wallet,Yes,,3
7012,1467.0,07/14/2023,"yogurt, pasta, chips, butter",20.63,Cairo,Debit Card,Yes,Gold,10
7013,1111.0,2023/12/08,"eggs, orange juice, shampoo",56.32,Man,Cash,True,Gold,6
7014,463.0,29-08-2023,"milk, orange juice, tea",58.07,Giza,Credit Card,1,Bronze,1
7015,824.0,,"soda, chicken",13.93,Giza City,Mobile Wallet,,platinum,8
7016,1068.0,22-02-2023,"tea, chicken, eggs, soap",null,cairo,App,,Silver,5
7017,1613.0,2023-10-22,"TEA, coffee, cookies, Beef, CHICKEN",141.15,Luxor,Debit Card,N,silver,7
7018,193.0,2023-06-21,"milk, orange juice, yogurt, butter, eggs",,Mansoura,Cash,,,10
7019,1051.0,10/27/2023,"cheese, eggs, shampoo, pasta",119.32,Mansoura,Debit Card,True,Silver,5
7020,703.0,02 July 2023,"detergent, sugar, orange juice, chips",107.4,Mansoura,Credit Card,N,,8
7021,,2023/01/15,butter,14.33,Giza,Mobile Wallet,TRUE,Platinum,6
7022,1079.0,2023-09-11,detergent,7.63,Man,Credit Card,FALSE,Platinum,5
7023,,2023/01/31,"CHEESE, PASTA",56.25,luxor,Debit Card,True,,4
7024,269.0,2023/07/21,"cheese, butter, tomatoes",54.75,Mansoura,Debit Card,No,Gold,7
7025,286.0,30 May 2023,"Milk, Eggs, Rice, ONIONS, ORANGE JUICE, Cookies",60.21,Giz,Visa,No,Silver,1
7026,979.0,23-05-2023,"beef, apples, tea, bread",51.1,Cairo,Debit Card,Yes,,3
7027,1998.0,2023/03/10,"chips, onions",59.52,Luxor,Debit Card,TRUE,,3
7028,806.0,07/05/2023,"beef, cheese, orange juice",,Cairo,Debit Card,1,Bronze,9
7029,1234.0,01/02/2023,"Shampoo, Apples, sugar",56.16,luxor,Debit Card,N,Silver,8
7030,1021.0,03 August 2023,"chicken, soda, cheese, chips, tea, milk",142.93,Cairo,Mobile Wallet,,Silver,10
7031,1757.0,12/10/2023,"chips, beef",50.36,Alexandria,Mobile Wallet,no,Bronze,10
7032,303.0,2023/11/03,"yogurt, sugar",27.21,Cairo,Credit Card,no,,2
7033,,2023/12/28,"chips, soda, bananas, apples, cheese, milk",45.32,Mansoura,Mastercard,TRUE,Bronze,6
7034,594.0,27 October 2023,DETERGENT | soda | BUTTER | MILK | Pasta,37.32,Cairo,Credit Card,No,Gold,3
7035,1162.0,2023/04/20,"soda, detergent, butter, orange juice",,luxor,Cash,TRUE,Bronze,1
7036,1963.0,07/30/2023,"sugar, tomatoes",54.41,Cairo,Cash,,Platinum,3
4338,898.0,2023/02/01,"bread, bananas",37.35,Mansoura,Credit Card,No,,5
7037,1653.0,11-12-2023,yogurt,16.27,Mansoura,Debit Card,yes,,100
7038,1414.0,2023-08-31,"rice, apples",34.25,Giza City,Vodafone Cash,True,Bronze,6
7039,,2023/02/12,"butter, bananas, rice, chicken",49.48,Mansoura,Wallet,TRUE,,4
7040,1901.0,2023-10-11,apples,17.73,ALEXANDRIA,Cash,True,Bronze,7
7041,451.0,26 August 2023,"coffee, detergent, tomatoes, soda, soap, yogurt",75.83,luxor,Debit Card,1,,9
7042,322.0,2023/04/20,"chicken, rice",46.89,mansoura,Debit Card,N,Platinum,2
7043,415.0,2023/04/15,"bread, eggs",31.63,Alexandria,Mobile Wallet,False,Silver,9
7044,1027.0,07-07-2023,"TEA, Butter, COFFEE, COOKIES",29.11,Cairo,Credit Card,TRUE,,3
7045,1696.0,05/10/2023,"detergent, cookies, yogurt",65.81,Luxor,Credit Card,N,Bronze,5
7027,,2023/07/24,"rice, MILK, COOKIES, SOAP",,Mansoura,Cash,No,,10
7046,,2023/03/18,"beef, onions, shampoo, cookies, soap",120.45,Luxor,Mobile Wallet,No,Silver,7
7047,1867.0,,"bread, beef, cookies",29.36,Luxor,Cash,1,,10
7048,,27 April 2023,"coffee, apples, cookies, bananas, sugar",32.92,Mansoura,Cash,TRUE,Bronze,8
7049,1031.0,10/03/2023,"detergent, cheese, onions, tea, soda, apples",178.39,Mansoura,Cash,FALSE,platinum,6
7050,1022.0,2023/07/19,"APPLES, BUTTER, detergent, PASTA, SOAP, milk",38.34,giza,Cash,Yes,Silver,1
7051,445.0,2023/04/10,pasta,22.75,Cairo,Visa,TRUE,,7
7052,1425.0,2023/07/01,"rice, butter",25.86,Mansoura,Mobile Wallet,False,,1
7053,306.0,2023-12-28,beef,17.18,Alexandria,Credit Card,FALSE,Bronze,7
7054,721.0,12 October 2023,"onions , cookies , coffee",51.64,Ale,Credit Card,Y,,1
3336,873.0,2023/09/29,"chips, orange juice, cheese",31.98,Giza,Cash,True,,1
7055,,null,"chips, milk, pasta, cookies, beef",92.46,Luxor,Debit Card,TRUE,,2
7056,,2023/12/18,"milk, sugar, chicken",-10,Giza,Credit Card,Y,,5
7057,186.0,2023/07/03,"yogurt, butter, soap, milk",112.68,Alexandria,Credit Card,Yes,Bronze,5
7058,325.0,17 April 2023,chicken,27.2,Mansoura,Mobile Wallet,1,Gold,6
7059,1753.0,04-02-2023,"chicken, tea, chips, tomatoes, shampoo, soap",132.5,Giza,Cash,Yes,gold,7
7060,1058.0,2023/05/10,"beef, bananas, cheese",72.64,Mansoura,Credit Card,False,,1
7061,1600.0,02-07-2023,"sugar, bread, soda",87.79,Mansoura,Debit Card,TRUE,,3
7062,1986.0,27 February 2023,"milk, chicken, soda, eggs, apples, chips",143.44,Cairo,Mobile Wallet,0,platinum,4
7063,1221.0,12/27/2023,beef,5.97,Cairo,Mobile Wallet,Y,Bronze,7
7064,1917.0,11/25/2023,"Butter, Bananas, COOKIES, CHICKEN, orange juice",123.37,Giza,Mobile Wallet,False,Bronze,1
7065,398.0,16 May 2023,"milk, cheese, butter, rice",66.53,Giza,cash,False,Bronze,2
7066,215.0,2023/08/12,"soap, coffee, rice",87.9,Luxor,Mobile Wallet,No,Gold,6
7067,,08/14/2023,"cheese, orange juice",null,Alexandria,Debit Card,,,6
7068,,2023-11-13,"shampoo, onions",49.89,Luxor,Debit Card,yes,,1
7069,1916.0,11/29/2023,"sugar, rice, apples",NULL,Mansoura,Debit Card,No,Gold,9
7070,1273.0,2023/08/04,"eggs, cheese, TOMATOES, DETERGENT, SOAP",69.46,Luxor,Cash,yes,,6
3029,376.0,,"bread, pasta",36.57,Luxor,Dollar,Yes,Gold,2
7071,107.0,2023/07/19,"YOGURT, ORANGE JUICE, Pasta",71.73,Luxor,Credit Card,True,Platinum,3
7072,215.0,01/04/2023,"Soap, Eggs, TEA, TOMATOES",28.94,Luxor,Credit Card,1,,50
7073,1563.0,25-06-2023,"orange juice, cheese",58.9,Cairo,Wallet,no,Platinum,10
7074,1553.0,2023/08/15,"detergent, sugar, apples, chicken, yogurt, butter",85.73,Giza,Wallet,,Bronze,5
7075,170.0,30 June 2023,"milk, orange juice, butter, bread",20.29,Luxor,Cash,N,Platinum,8
7076,1840.0,09 October 2023,orange juice | chips | pasta | eggs | detergent | chicken,31.68,mansoura,Cash,FALSE,Bronze,3
7077,,2023/01/08,"tea, detergent",0,Giza,Debit Card,Yes,,10
7078,173.0,2023/09/02,"BREAD, Rice, beef, PASTA, APPLES",80.32,Mansoura City,Credit Card,FALSE,,1
7079,595.0,2023-06-16,"cookies , beef , bananas , butter , soap",75.15,Alexandria,Mobile Wallet,yes,Platinum,7
7080,1209.0,2023-10-30,"soap, apples, beef",64.63,Giza City,Debit Card,0,,1
7081,1986.0,2023/08/16,"Tea, APPLES, BREAD, BUTTER, CHICKEN",28.03,Alexandria,Credit Card,Y,,9
7082,609.0,18-02-2023,"bananas,milk,beef,chips",84.22,Luxor,Cash,yes,,1
7083,1119.0,05/25/2023,"shampoo, chips",27.81,Giza,Cash,FALSE,Gold,3
7084,637.0,2023/07/16,"cheese, yogurt, rice, coffee",73.61,Mansoura,Cash,Y,Platinum,6
7085,660.0,2023/04/11,"bread, cookies, yogurt, cheese, coffee, chicken",68.16,Alexandria,Credit Card,Y,Bronze,7
7086,1928.0,2023/02/24,"soda , milk , sugar , rice , coffee",115.32,Alexandria City,Mobile Wallet,Y,Bronze,7
7087,,23-06-2023,"cookies, onions",45.46,Giza,Credit Card,False,,3
6197,719.0,17 August 2023,"cookies, eggs, pasta, sugar",49.69,Luxor,Mobile Wallet,no,Bronze,3
7088,1776.0,15 November 2023,"beef, soap, milk",78.2,LUXOR,Vodafone Cash,,Platinum,9
7089,1680.0,2023/11/23,"apples, sugar, chicken, onions, soap, butter",105.86,Luxor,Mobile Wallet,No,,0
7090,493.0,,"eggs, soap, yogurt, milk, sugar, beef",152.1,Giza,Mobile Wallet,TRUE,Bronze,6
7091,235.0,null,"Detergent, tea, Orange Juice, bananas, cookies",113.47,Alexandria,Debit Card,N,Bronze,2
7092,1883.0,2023/04/29,"chips, chicken",51.47,Alexandria,Credit Card,N,Silver,3
7093,1231.0,18-05-2023,soda,13.53,Giza,Cash,FALSE,Platinum,3
7094,501.0,04/09/2023,"bread, tea, beef, shampoo, detergent",72.15,Cairo,Credit Card,No,Bronze,2
